Group,Dana,Mineral,Mineral_Lowercase,Mineral_CJML
Oxides and hydroxides,07.02.01.04,Gahnite,gahnite,"""gahnite"","
Oxides and hydroxides,07.02.02,Iron,iron,"""iron"","
Oxides and hydroxides,07.02.02.01,Magnesioferrite,magnesioferrite,"""magnesioferrite"","
Oxides and hydroxides,07.02.02.02,Jacobsite,jacobsite,"""jacobsite"","
Oxides and hydroxides,07.02.02.03,Magnetite,magnetite,"""magnetite"","
Oxides and hydroxides,07.02.02.04,Franklinite,franklinite,"""franklinite"","
Oxides and hydroxides,07.02.02.05,Trevorite,trevorite,"""trevorite"","
Oxides and hydroxides,07.02.02.06,Cuprospinel,cuprospinel,"""cuprospinel"","
Oxides and hydroxides,07.02.02.07,Brunogeierite,brunogeierite,"""brunogeierite"","
Oxides and hydroxides,07.02.03,Chromium,chromium,"""chromium"","
Oxides and hydroxides,07.02.03.01,Magnesiochromite,magnesiochromite,"""magnesiochromite"","
Oxides and hydroxides,07.02.03.02,Manganochromite,manganochromite,"""manganochromite"","
Oxides and hydroxides,07.02.03.03,Chromite,chromite,"""chromite"","
Oxides and hydroxides,07.02.03.04,Nichromite,nichromite,"""nichromite"","
Oxides and hydroxides,07.02.03.05,Cochromite,cochromite,"""cochromite"","
Oxides and hydroxides,07.02.03.06,Zincochromite,zincochromite,"""zincochromite"","
Oxides and hydroxides,07.02.04,Vanadium,vanadium,"""vanadium"","
Oxides and hydroxides,07.02.04.01,Vuorelainenite,vuorelainenite,"""vuorelainenite"","
Oxides and hydroxides,07.02.04.02,Coulsonite,coulsonite,"""coulsonite"","
Oxides and hydroxides,07.02.04.03,Magnesiocoulsonite,magnesiocoulsonite,"""magnesiocoulsonite"","
Oxides and hydroxides,07.02.05,Titanium,titanium,"""titanium"","
Oxides and hydroxides,07.02.05.01,Qandilite,qandilite,"""qandilite"","
Oxides and hydroxides,07.02.05.02,Ulvospinel,ulvospinel,"""ulvospinel"","
Oxides and hydroxides,07.02.06.01,Kusachiite,kusachiite,"""kusachiite"","
Oxides and hydroxides,07.02.06.02,Iwakiite,iwakiite,"""iwakiite"","
Oxides and hydroxides,07.02.07.01,Hausmannite,hausmannite,"""hausmannite"","
Oxides and hydroxides,07.02.07.02,Hetaerolite,hetaerolite,"""hetaerolite"","
Oxides and hydroxides,07.02.07.03,Hydrohetaerolite,hydrohetaerolite,"""hydrohetaerolite"","
Oxides and hydroxides,07.02.08.01,Minium,minium,"""minium"","
Oxides and hydroxides,07.02.09.01,Chrysoberyl,chrysoberyl,"""chrysoberyl"","
Oxides and hydroxides,07.02.10.01,Marokite,marokite,"""marokite"","
Oxides and hydroxides,07.02.11,Taaffeite,taaffeite,"""taaffeite"","
Oxides and hydroxides,07.02.11.01,Magnesiotaaffeite,magnesiotaaffeite,"""magnesiotaaffeite"","
Oxides and hydroxides,07.02.12,Taaffeite,taaffeite,"""taaffeite"","
Oxides and hydroxides,07.02.12.01,Magnesiotaaffeite,magnesiotaaffeite,"""magnesiotaaffeite"","
Oxides and hydroxides,07.02.12.02,Ferrotaaffeite,ferrotaaffeite,"""ferrotaaffeite"","
Oxides and hydroxides,07.02.13.01,Filipstadite,filipstadite,"""filipstadite"","
Oxides and hydroxides,07.02.13.02,Tegengrenite,tegengrenite,"""tegengrenite"","
Oxides and hydroxides,07.02.14.01,Yafsoanite,yafsoanite,"""yafsoanite"","
Oxides and hydroxides,07.02.15.01,Xieite,xieite,"""xieite"","
Oxides and hydroxides,07.03.01.01,Welinite,welinite,"""welinite"","
Oxides and hydroxides,07.03.01.02,Franciscanite,franciscanite,"""franciscanite"","
Oxides and hydroxides,07.03.01.03,Orebroite,orebroite,"""orebroite"","
Oxides and hydroxides,07.03.02.01,Grossite,grossite,"""grossite"","
Oxides and hydroxides,07.03.03.01,Eyselite,eyselite,"""eyselite"","
Oxides and hydroxides,07.04.01.01,Hibonite,hibonite,"""hibonite"","
Oxides and hydroxides,07.04.01.02,Yimengite,yimengite,"""yimengite"","
Oxides and hydroxides,07.04.01.03,Hawthorneite,hawthorneite,"""hawthorneite"","
Oxides and hydroxides,07.04.02.01,Magnetoplumbite,magnetoplumbite,"""magnetoplumbite"","
Oxides and hydroxides,07.04.02.02,Haggertyite,haggertyite,"""haggertyite"","
Oxides and hydroxides,07.04.02.03,Nezilovite,nezilovite,"""nezilovite"","
Oxides and hydroxides,07.04.02.04,Batiferrite,batiferrite,"""batiferrite"","
Oxides and hydroxides,07.05.01,Humite,humite,"""humite"","
Oxides and hydroxides,07.05.01.01,Braunite,braunite,"""braunite"","
Oxides and hydroxides,07.05.01.02,Neltnerite,neltnerite,"""neltnerite"","
Oxides and hydroxides,07.05.01.03,Braunite,braunite,"""braunite"","
Oxides and hydroxides,07.05.01.04,Abswurmbachite,abswurmbachite,"""abswurmbachite"","
Oxides and hydroxides,07.05.02.01,Painite,painite,"""painite"","
Oxides and hydroxides,07.05.03.01,Birnessite,birnessite,"""birnessite"","
Oxides and hydroxides,07.05.04.01,Zenzenite,zenzenite,"""zenzenite"","
Oxides and hydroxides,07.06.01.01,Cesarolite,cesarolite,"""cesarolite"","
Oxides and hydroxides,07.06.02.01,Bartelkeite,bartelkeite,"""bartelkeite"","
Oxides and hydroxides,07.06.03.01,Kamiokite,kamiokite,"""kamiokite"","
Oxides and hydroxides,07.07.01.01,Pseudobrookite,pseudobrookite,"""pseudobrookite"","
Oxides and hydroxides,07.07.01.02,Armalcolite,armalcolite,"""armalcolite"","
Oxides and hydroxides,07.07.02.01,Berdesinskiite,berdesinskiite,"""berdesinskiite"","
Oxides and hydroxides,07.07.02.02,Oxyvanite,oxyvanite,"""oxyvanite"","
Oxides and hydroxides,07.08.01.01,Todorokite,todorokite,"""todorokite"","
Oxides and hydroxides,07.08.01.02,Woodruffite,woodruffite,"""woodruffite"","
Oxides and hydroxides,07.08.02,Chalcophanite,chalcophanite,"""chalcophanite"","
Oxides and hydroxides,07.08.02.01,Chalcophanite,chalcophanite,"""chalcophanite"","
Oxides and hydroxides,07.08.02.02,Aurorite,aurorite,"""aurorite"","
Oxides and hydroxides,07.08.02.03,Jianshuiite,jianshuiite,"""jianshuiite"","
Oxides and hydroxides,07.08.02.04,Ernienickelite,ernienickelite,"""ernienickelite"","
Oxides and hydroxides,07.08.03.01,Lazarenkoite,lazarenkoite,"""lazarenkoite"","
Oxides and hydroxides,07.09.01,Cryptomelane,cryptomelane,"""cryptomelane"","
Oxides and hydroxides,07.09.01.01,Hollandite,hollandite,"""hollandite"","
Oxides and hydroxides,07.09.01.02,Cryptomelane,cryptomelane,"""cryptomelane"","
Oxides and hydroxides,07.09.01.03,Manjiroite,manjiroite,"""manjiroite"","
Oxides and hydroxides,07.09.01.04,Coronadite,coronadite,"""coronadite"","
Oxides and hydroxides,07.09.01.05,Strontiomelane,strontiomelane,"""strontiomelane"","
Oxides and hydroxides,07.09.01.06,Henrymeyerite,henrymeyerite,"""henrymeyerite"","
Oxides and hydroxides,07.09.02.00,Psilomelane,psilomelane,"""psilomelane"","
Oxides and hydroxides,07.09.02.01,Romanechite,romanechite,"""romanechite"","
Oxides and hydroxides,07.09.03.01,Freudenbergite,freudenbergite,"""freudenbergite"","
Oxides and hydroxides,07.09.04.01,Priderite,priderite,"""priderite"","
Oxides and hydroxides,07.09.04.02,Ankangite,ankangite,"""ankangite"","
Oxides and hydroxides,07.09.05.01,Mannardite,mannardite,"""mannardite"","
Oxides and hydroxides,07.09.05.02,Redledgeite,redledgeite,"""redledgeite"","
Oxides and hydroxides,07.10.01.01,Rancieite,rancieite,"""rancieite"","
Oxides and hydroxides,07.10.01.02,Takanelite,takanelite,"""takanelite"","
Oxides and hydroxides,07.10.02.01,Karibibite,karibibite,"""karibibite"","
Oxides and hydroxides,07.10.03.01,Otjisumeite,otjisumeite,"""otjisumeite"","
Oxides and hydroxides,07.10.05.01,Dmitryivanovite,dmitryivanovite,"""dmitryivanovite"","
Oxides and hydroxides,07.11.01.01,Muskoxite,muskoxite,"""muskoxite"","
Oxides and hydroxides,07.11.02.01,Brownmillerite,brownmillerite,"""brownmillerite"","
Oxides and hydroxides,07.11.02.02,Srebrodolskite,srebrodolskite,"""srebrodolskite"","
Oxides and hydroxides,07.11.03.01,Mayenite,mayenite,"""mayenite"","
Oxides and hydroxides,07.11.04.01,Hematophanite,hematophanite,"""hematophanite"","
Oxides and hydroxides,07.11.05.01,Plumboferrite,plumboferrite,"""plumboferrite"","
Oxides and hydroxides,07.11.06.01,Carboirite,carboirite,"""carboirite"","
Oxides and hydroxides,07.11.07,Hogbomite,hogbomite,"""hogbomite"","
Oxides and hydroxides,07.11.07.01,Magnesiohogbomite,magnesiohogbomite,"""magnesiohogbomite"","
Oxides and hydroxides,07.11.07.02,Magnesiohogbomite,magnesiohogbomite,"""magnesiohogbomite"","
Oxides and hydroxides,07.11.07.03,Magnesiohogbomite,magnesiohogbomite,"""magnesiohogbomite"","
Oxides and hydroxides,07.11.07.04,Zincohogbomite,zincohogbomite,"""zincohogbomite"","
Oxides and hydroxides,07.11.07.05,Ferrohogbomite,ferrohogbomite,"""ferrohogbomite"","
Oxides and hydroxides,07.11.08,Nigerite,nigerite,"""nigerite"","
Oxides and hydroxides,07.11.08.01,Ferronigerite,ferronigerite,"""ferronigerite"","
Oxides and hydroxides,07.11.08.02,Ferronigerite,ferronigerite,"""ferronigerite"","
Oxides and hydroxides,07.11.09,Nigerite,nigerite,"""nigerite"","
Oxides and hydroxides,07.11.09.02,Magnesionigerite,magnesionigerite,"""magnesionigerite"","
Oxides and hydroxides,07.11.09.10,Magnesionigerite,magnesionigerite,"""magnesionigerite"","
Oxides and hydroxides,07.11.10.01,Kleberite,kleberite,"""kleberite"","
Oxides and hydroxides,07.11.11.01,Mongshanite,mongshanite,"""mongshanite"","
Oxides and hydroxides,07.11.11.02,Allendeite,allendeite,"""allendeite"","
Oxides and hydroxides,07.11.12.01,Diaoyudaoite,diaoyudaoite,"""diaoyudaoite"","
Oxides and hydroxides,07.11.13.01,Chiluite,chiluite,"""chiluite"","
Oxides and hydroxides,07.11.14.01,Rilandite,rilandite,"""rilandite"","
Oxides and hydroxides,07.11.15.01,Lindqvistite,lindqvistite,"""lindqvistite"","
Oxides and hydroxides,08.01.01,Fergusonite,fergusonite,"""fergusonite"","
Oxides and hydroxides,08.01.01.01,Fergusonite,fergusonite,"""fergusonite"","
Oxides and hydroxides,08.01.01.02,Formanite,formanite,"""formanite"","
Oxides and hydroxides,08.01.01.03,Fergusonite,fergusonite,"""fergusonite"","
Oxides and hydroxides,08.01.01.04,Fergusonite,fergusonite,"""fergusonite"","
Oxides and hydroxides,08.01.02,Fergusonite,fergusonite,"""fergusonite"","
Oxides and hydroxides,08.01.02.01,Fergusonite,fergusonite,"""fergusonite"","
Oxides and hydroxides,08.01.02.02,Fergusonite,fergusonite,"""fergusonite"","
Oxides and hydroxides,08.01.02.03,Fergusonite,fergusonite,"""fergusonite"","
Oxides and hydroxides,08.01.03,Yttroantalalite-Yttrocolumbite,yttroantalalite-yttrocolumbite,"""yttroantalalite-yttrocolumbite"","
Oxides and hydroxides,08.01.03.01,Yttrotantalite,yttrotantalite,"""yttrotantalite"","
Oxides and hydroxides,08.01.03.02,Yttrocolumbite,yttrocolumbite,"""yttrocolumbite"","
Oxides and hydroxides,08.01.03.03,Iwashiroite,iwashiroite,"""iwashiroite"","
Oxides and hydroxides,08.01.04.01,Ishikawaite,ishikawaite,"""ishikawaite"","
Oxides and hydroxides,08.01.05.01,Loranskite,loranskite,"""loranskite"","
Oxides and hydroxides,08.01.06,Stibiocolumbite,stibiocolumbite,"""stibiocolumbite"","
Oxides and hydroxides,08.01.06.01,Stibiocolumbite,stibiocolumbite,"""stibiocolumbite"","
Oxides and hydroxides,08.01.06.02,Stibiotantalite,stibiotantalite,"""stibiotantalite"","
Oxides and hydroxides,08.01.06.03,Bismutotantalite,bismutotantalite,"""bismutotantalite"","
Oxides and hydroxides,08.01.06.04,Bismutocolumbite,bismutocolumbite,"""bismutocolumbite"","
Oxides and hydroxides,08.01.07.01,Alumotantite,alumotantite,"""alumotantite"","
Oxides and hydroxides,08.01.08,Wodginite,wodginite,"""wodginite"","
Oxides and hydroxides,08.01.08.01,Wodginite,wodginite,"""wodginite"","
Oxides and hydroxides,08.01.08.02,Ferrowodginite,ferrowodginite,"""ferrowodginite"","
Oxides and hydroxides,08.01.08.03,Titanowodginite,titanowodginite,"""titanowodginite"","
Oxides and hydroxides,08.01.08.04,Lithiowodginite,lithiowodginite,"""lithiowodginite"","
Oxides and hydroxides,08.01.08.05,Ferrotitanowodginite,ferrotitanowodginite,"""ferrotitanowodginite"","
Oxides and hydroxides,08.01.09.01,Liandratite,liandratite,"""liandratite"","
Oxides and hydroxides,08.01.09.02,Petscheckite,petscheckite,"""petscheckite"","
Oxides and hydroxides,08.01.10.01,Ixiolite,ixiolite,"""ixiolite"","
Oxides and hydroxides,08.01.11,Samarskite,samarskite,"""samarskite"","
Oxides and hydroxides,08.01.11.01,Samarskite,samarskite,"""samarskite"","
Oxides and hydroxides,08.01.11.02,Samarskite,samarskite,"""samarskite"","
Oxides and hydroxides,08.01.12.01,Qitianlingite,qitianlingite,"""qitianlingite"","
Oxides and hydroxides,08.02.01,Pyrochlore,pyrochlore,"""pyrochlore"","
Oxides and hydroxides,08.02.01.01,Pyrochlore,pyrochlore,"""pyrochlore"","
Oxides and hydroxides,08.02.01.02,Kalipyrochlore,kalipyrochlore,"""kalipyrochlore"","
Oxides and hydroxides,08.02.01.03,Bariopyrochlore,bariopyrochlore,"""bariopyrochlore"","
Oxides and hydroxides,08.02.01.04,Yttropyrochlore,yttropyrochlore,"""yttropyrochlore"","
Oxides and hydroxides,08.02.01.05,Ceriopyrochlore,ceriopyrochlore,"""ceriopyrochlore"","
Oxides and hydroxides,08.02.01.06,Plumbopyrochlore,plumbopyrochlore,"""plumbopyrochlore"","
Oxides and hydroxides,08.02.01.07,Uranpyrochlore,uranpyrochlore,"""uranpyrochlore"","
Oxides and hydroxides,08.02.01.08,Strontiopyrochlore,strontiopyrochlore,"""strontiopyrochlore"","
Oxides and hydroxides,08.02.01.09,Bismutopyrochlore,bismutopyrochlore,"""bismutopyrochlore"","
Oxides and hydroxides,08.02.02,Pyrochlore,pyrochlore,"""pyrochlore"","
Oxides and hydroxides,08.02.02.01,Microlite,microlite,"""microlite"","
Oxides and hydroxides,08.02.02.02,Bariomicrolite,bariomicrolite,"""bariomicrolite"","
Oxides and hydroxides,08.02.02.03,Plumbomicrolite,plumbomicrolite,"""plumbomicrolite"","
Oxides and hydroxides,08.02.02.04,Uranmicrolite,uranmicrolite,"""uranmicrolite"","
Oxides and hydroxides,08.02.02.05,Bismutomicrolite,bismutomicrolite,"""bismutomicrolite"","
Oxides and hydroxides,08.02.02.06,Stannomicrolite,stannomicrolite,"""stannomicrolite"","
Oxides and hydroxides,08.02.02.07,Stibiomicrolite,stibiomicrolite,"""stibiomicrolite"","
Oxides and hydroxides,08.02.02.08,Fluornatromicrolite,fluornatromicrolite,"""fluornatromicrolite"","
Oxides and hydroxides,08.02.03,Pyrochlore,pyrochlore,"""pyrochlore"","
Oxides and hydroxides,08.02.03.01,Betafite,betafite,"""betafite"","
Oxides and hydroxides,08.02.03.02,Yttrobetafite,yttrobetafite,"""yttrobetafite"","
Oxides and hydroxides,08.02.03.03,Plumbobetafite,plumbobetafite,"""plumbobetafite"","
Oxides and hydroxides,08.02.03.04,Stibiobetafite,stibiobetafite,"""stibiobetafite"","
Oxides and hydroxides,08.02.03.05,Calciobetafite,calciobetafite,"""calciobetafite"","
Oxides and hydroxides,08.02.04,Pyrochlore,pyrochlore,"""pyrochlore"","
Oxides and hydroxides,08.02.04.01,Cesstibtantite,cesstibtantite,"""cesstibtantite"","
Oxides and hydroxides,08.02.04.02,Natrobistantite,natrobistantite,"""natrobistantite"","
Oxides and hydroxides,08.02.05,Zirconolite,zirconolite,"""zirconolite"","
Oxides and hydroxides,08.02.05.01,Zirkelite,zirkelite,"""zirkelite"","
Oxides and hydroxides,08.02.05.02,Zirconolite,zirconolite,"""zirconolite"","
Oxides and hydroxides,08.02.05.03,Zirconolite,zirconolite,"""zirconolite"","
Oxides and hydroxides,08.02.05.04,Zirconolite,zirconolite,"""zirconolite"","
Oxides and hydroxides,08.02.05.05,Zirconolite,zirconolite,"""zirconolite"","
Oxides and hydroxides,08.02.06.01,Scheteligite,scheteligite,"""scheteligite"","
Oxides and hydroxides,08.02.07.01,Orthobrannerite,orthobrannerite,"""orthobrannerite"","
Oxides and hydroxides,08.02.08.01,Parabariomicrolite,parabariomicrolite,"""parabariomicrolite"","
Oxides and hydroxides,08.03.01,Tapiolite,tapiolite,"""tapiolite"","
Oxides and hydroxides,08.03.01.00,Tapiolite,tapiolite,"""tapiolite"","
Oxides and hydroxides,08.03.01.01,Tapiolite,tapiolite,"""tapiolite"","
Oxides and hydroxides,08.03.01.02,Tapiolite,tapiolite,"""tapiolite"","
Oxides and hydroxides,08.03.02,Tantalite,tantalite,"""tantalite"","
Oxides and hydroxides,08.03.02.01,Tantalite,tantalite,"""tantalite"","
Oxides and hydroxides,08.03.02.02,Columbite,columbite,"""columbite"","
Oxides and hydroxides,08.03.02.03,Tantalite,tantalite,"""tantalite"","
Oxides and hydroxides,08.03.02.04,Columbite,columbite,"""columbite"","
Oxides and hydroxides,08.03.02.05,Columbite,columbite,"""columbite"","
Oxides and hydroxides,08.03.02.06,Tantalite,tantalite,"""tantalite"","
Oxides and hydroxides,08.03.03.01,Fersmite,fersmite,"""fersmite"","
Oxides and hydroxides,08.03.04.01,Brannerite,brannerite,"""brannerite"","
Oxides and hydroxides,08.03.04.02,Thorutite,thorutite,"""thorutite"","
Oxides and hydroxides,08.03.05.01,Lucasite,lucasite,"""lucasite"","
Oxides and hydroxides,08.03.06,Aeschynite,aeschynite,"""aeschynite"","
Oxides and hydroxides,08.03.06.01,Aeschynite,aeschynite,"""aeschynite"","
Oxides and hydroxides,08.03.06.02,Nioboaeschynite,nioboaeschynite,"""nioboaeschynite"","
Oxides and hydroxides,08.03.06.03,Aeschynite,aeschynite,"""aeschynite"","
Oxides and hydroxides,08.03.06.04,Tantalaeschynite,tantalaeschynite,"""tantalaeschynite"","
Oxides and hydroxides,08.03.06.05,Aeschynite,aeschynite,"""aeschynite"","
Oxides and hydroxides,08.03.06.06,Nioboaeschynite,nioboaeschynite,"""nioboaeschynite"","
Oxides and hydroxides,08.03.06.07,Nioboaeschynite,nioboaeschynite,"""nioboaeschynite"","
Oxides and hydroxides,08.03.07.01,Vigezzite,vigezzite,"""vigezzite"","
Oxides and hydroxides,08.03.07.02,Rynersonite,rynersonite,"""rynersonite"","
Oxides and hydroxides,08.03.08,Polycrase,polycrase,"""polycrase"","
Oxides and hydroxides,08.03.08.01,Polycrase,polycrase,"""polycrase"","
Oxides and hydroxides,08.03.08.02,Euxenite,euxenite,"""euxenite"","
Oxides and hydroxides,08.03.08.03,Tanteuxenite,tanteuxenite,"""tanteuxenite"","
Oxides and hydroxides,08.03.08.04,Yttrocrasite,yttrocrasite,"""yttrocrasite"","
Oxides and hydroxides,08.03.08.05,Uranopolycrase,uranopolycrase,"""uranopolycrase"","
Oxides and hydroxides,08.03.09.01,Kassite,kassite,"""kassite"","
Oxides and hydroxides,08.03.10.01,Thoreaulite,thoreaulite,"""thoreaulite"","
Oxides and hydroxides,08.03.10.02,Foordite,foordite,"""foordite"","
Oxides and hydroxides,08.03.11.01,Changbaiite,changbaiite,"""changbaiite"","
Oxides and hydroxides,08.03.11.02,Rosiaite,rosiaite,"""rosiaite"","
Oxides and hydroxides,08.03.12.01,Kobeite,kobeite,"""kobeite"","
Oxides and hydroxides,08.04.01,Schreyerite,schreyerite,"""schreyerite"","
Oxides and hydroxides,08.04.01.01,Schreyerite,schreyerite,"""schreyerite"","
Oxides and hydroxides,08.04.01.02,Olkhonskite,olkhonskite,"""olkhonskite"","
Oxides and hydroxides,08.04.01.03,Kyzylkumite,kyzylkumite,"""kyzylkumite"","
Oxides and hydroxides,08.04.02.01,Pseudorutile,pseudorutile,"""pseudorutile"","
Oxides and hydroxides,08.05.01,Crichtonite,crichtonite,"""crichtonite"","
Oxides and hydroxides,08.05.01.01,Landauite,landauite,"""landauite"","
Oxides and hydroxides,08.05.01.02,Loveringite,loveringite,"""loveringite"","
Oxides and hydroxides,08.05.01.03,Crichtonite,crichtonite,"""crichtonite"","
Oxides and hydroxides,08.05.01.04,Senaite,senaite,"""senaite"","
Oxides and hydroxides,08.05.01.05,Davidite,davidite,"""davidite"","
Oxides and hydroxides,08.05.01.06,Davidite,davidite,"""davidite"","
Oxides and hydroxides,08.05.01.07,Mathiasite,mathiasite,"""mathiasite"","
Oxides and hydroxides,08.05.01.08,Lindsleyite,lindsleyite,"""lindsleyite"","
Oxides and hydroxides,08.05.01.09,Dessauite,dessauite,"""dessauite"","
Oxides and hydroxides,08.05.01.10,Cleusonite,cleusonite,"""cleusonite"","
Oxides and hydroxides,08.05.01.11,Gramaccioliite,gramaccioliite,"""gramaccioliite"","
Oxides and hydroxides,08.06.01,Franconite,franconite,"""franconite"","
Oxides and hydroxides,08.06.01.01,Franconite,franconite,"""franconite"","
Oxides and hydroxides,08.06.01.02,Hochelagaite,hochelagaite,"""hochelagaite"","
Oxides and hydroxides,08.06.01.03,Ternovite,ternovite,"""ternovite"","
Oxides and hydroxides,08.06.02,Calciotantite,calciotantite,"""calciotantite"","
